timestamp,value
1768086211.714250,0.951849
1768086211.717262,0.896433
1768086211.719236,0.887946
1768086211.724233,0.915432
1768086211.727218,0.837784
1768086211.729402,0.845915
1768086211.734242,0.886585
1768086211.737369,0.838721
1768086211.740664,0.822082
1768086211.744469,0.844423
1768086211.747164,0.814044
1768086211.749172,0.821529
1768086211.754149,0.795020
1768086211.757305,0.791118
1768086211.759183,0.792842
1768086211.764123,0.797920
1768086211.767114,0.773875
1768086211.780945,0.725358
1768086211.783565,0.763983
1768086211.785473,0.730672
1768086211.791061,0.744134
1768086211.794052,0.724418
1768086211.796057,0.721251
1768086211.801011,0.718216
1768086211.804014,0.713448
1768086211.805515,0.723115
1768086211.811584,0.687938
1768086211.814488,0.703589
1768086211.815491,0.719423
1768086211.821496,0.713376
1768086211.824524,0.715538
1768086211.826484,0.710601
1768086211.831453,0.704097
1768086211.834474,0.713103
1768086211.836445,0.697248
1768086211.841429,0.683898
1768086211.844430,0.706313
1768086211.845532,0.719484
1768086211.851535,0.695183
1768086211.854047,0.710811
1768086211.855543,0.719699
1768086211.864522,0.698461
1768086211.865573,0.716074
1768086211.871046,0.737244
1768086211.875927,0.732160
1768086211.876139,0.741573
1768086211.881045,0.724905
1768086211.885979,0.737083
1768086211.892200,0.746761
1768086211.895953,0.791474
1768086211.902951,0.749810
1768086211.905934,0.791584
1768086211.907890,0.783632
1768086211.912402,0.789173
1768086211.916338,0.832485
1768086211.922308,0.809477
1768086211.926313,0.838327
1768086211.932433,0.829520
1768086211.936273,0.847948
1768086211.936365,0.869819
1768086211.942273,0.863549
1768086211.946274,0.910367
1768086211.953239,0.904499
1768086211.956312,0.959685
1768086211.956367,0.945941
1768086211.963202,0.912175
1768086211.966200,0.954494
1768086211.973187,0.981544
1768086211.976685,1.024298
1768086211.976867,0.994796
1768086211.983163,1.000474
1768086211.986157,1.029502
1768086211.993139,1.061749
1768086211.996138,1.098277
1768086212.003109,1.088474
1768086212.006367,1.159011
1768086212.006545,1.129501
1768086212.013097,1.127255
1768086212.016086,1.202213
1768086212.023630,1.168779
1768086212.026100,1.245114
1768086212.026355,1.250263
1768086212.033144,1.218065
1768086212.036019,1.302177
1768086212.043010,1.259446
1768086212.045998,1.307418
1768086212.052975,1.304820
1768086212.056022,1.381030
1768086212.062932,1.351553
1768086212.066677,1.433024
1768086212.069151,1.444015
1768086212.071113,1.455669
1768086212.072917,1.396824
1768086212.076895,1.507590
1768086212.079904,1.478731
1768086212.086874,1.532908
1768086212.088441,1.509451
1768086212.089869,1.540581
1768086212.096889,1.597550
1768086212.098847,1.562681
1768086212.099465,1.586103
1768086212.106451,1.647257
1768086212.109445,1.628188
1768086212.116407,1.696570
1768086212.119400,1.652929
1768086212.126431,1.739543
1768086212.129382,1.706470
1768086212.136368,1.792240
1768086212.139394,1.731664
1768086212.146328,1.845949
1768086212.149319,1.847217
1768086212.156338,1.885404
1768086212.159307,1.818883
1768086212.166290,1.933762
1768086212.169290,1.900955
1768086212.176264,1.975097
1768086212.179252,1.959705
1768086212.186235,1.999399
1768086212.189226,2.015661
1768086212.189357,1.948056
1768086212.196208,2.061564
1768086212.199221,2.022002
1768086212.199861,2.029181
1768086212.206466,2.091900
1768086212.209528,2.029790
1768086212.209547,2.062138
1768086212.216679,2.133661
1768086212.218695,2.074076
1768086212.219762,2.126197
1768086212.226644,2.136865
1768086212.228669,2.107950
1768086212.229270,2.137673
1768086212.236284,2.176918
1768086212.239266,2.176258
1768086212.239430,2.126012
1768086212.246265,2.207837
1768086212.249265,2.188213
1768086212.249290,2.210518
1768086212.256196,2.231397
1768086212.259195,2.204802
1768086212.265458,2.242355
1768086212.269187,2.204195
1768086212.269613,2.229166
1768086212.275692,2.270680
1768086212.276223,2.275562
1768086212.283973,2.233955
1768086212.286130,2.276296
1768086212.286134,2.268532
1768086212.289173,2.244312
1768086212.295978,2.276410
1768086212.298947,2.288390
1768086212.305959,2.286531
1768086212.307255,2.273871
1768086212.309282,2.267498
1768086212.316262,2.291586
1768086212.319246,2.281589
1768086212.326228,2.308073
1768086212.329218,2.279537
1768086212.336172,2.310970
1768086212.339200,2.316513
1768086212.346175,2.296071
1768086212.349141,2.299835
1768086212.356131,2.285737
1768086212.356160,2.283470
1768086212.359148,2.289044
1768086212.366139,2.285494
1768086212.369099,2.283867
1768086212.376099,2.266371
1768086212.379086,2.280163
1768086212.386057,2.239880
1768086212.386074,2.249365
1768086212.389079,2.271157
1768086212.396040,2.223416
1768086212.399006,2.231156
1768086212.405984,2.225315
1768086212.406160,2.186051
1768086212.408981,2.233704
1768086212.416002,2.170805
1768086212.418995,2.207844
1768086212.425911,2.165838
1768086212.426937,2.150053
1768086212.428962,2.163928
1768086212.435995,2.137978
1768086212.436656,2.107168
1768086212.438676,2.130950
1768086212.445665,2.097871
1768086212.446383,2.078419
1768086212.449377,2.111176
1768086212.456376,2.036719
1768086212.459352,2.091839
1768086212.466311,2.015136
1768086212.467625,2.030525
1768086212.469340,2.053233
1768086212.471071,1.995578
1768086212.476302,1.994017
1768086212.480735,2.024308
1768086212.481284,1.959424
1768086212.486275,1.942772
1768086212.489299,1.985152
1768086212.491252,1.947847
1768086212.496244,1.886423
1768086212.499234,1.923555
1768086212.501248,1.888130
1768086212.506222,1.846786
1768086212.509213,1.905778
1768086212.511181,1.845395
1768086212.516218,1.786642
1768086212.519212,1.844158
1768086212.521235,1.797826
1768086212.526180,1.752643
1768086212.529226,1.795979
1768086212.531205,1.741646
1768086212.536144,1.696938
1768086212.542779,1.741806
1768086212.543576,1.700914
1768086212.561069,1.590669
1768086212.574054,1.589750
1768086212.576426,1.534732
1768086212.580782,1.498618
1768086212.584997,1.532277
1768086212.586509,1.479582
1768086212.591550,1.415677
1768086212.594487,1.475510
1768086212.596481,1.410397
1768086212.601474,1.362695
1768086212.604459,1.413706
1768086212.607448,1.371859
1768086212.611443,1.325160
1768086212.614432,1.374673
1768086212.617426,1.321408
1768086212.621477,1.293889
1768086212.624407,1.338045
1768086212.627401,1.280200
1768086212.631388,1.230550
1768086212.634380,1.280901
1768086212.637402,1.225135
1768086212.641367,1.186930
1768086212.644358,1.212026
1768086212.647344,1.188652
1768086212.651343,1.129567
1768086212.654326,1.197144
1768086212.657435,1.139120
1768086212.661302,1.093245
1768086212.664296,1.158988
1768086212.671791,1.044029
1768086212.674803,1.088940
1768086212.679021,1.029858
1768086212.681256,1.017597
1768086212.691735,1.008360
1768086212.694534,0.944429
1768086212.696517,0.995300
1768086212.701707,0.957854
1768086213.041800,1.314101
1768086213.058233,1.322708
1768086213.066117,1.445099
1768086213.068532,1.400063
1768086213.074126,1.459919
1768086213.076455,1.495597
1768086213.078448,1.427962
1768086213.084441,1.525622
1768086213.093654,1.582014
1768086213.094349,1.554532
1768086213.095091,1.508370
1768086213.096272,1.598662
1768086213.101612,1.568736
1768086213.104320,1.611155
1768086213.107487,1.633969
1768086213.112299,1.607791
1768086213.114202,1.653605
1768086213.117202,1.709169
1768086213.122230,1.642401
1768086213.124179,1.728264
1768086213.127221,1.741057
1768086213.132163,1.726517
1768086213.135151,1.746734
1768086213.137143,1.791116
1768086213.142123,1.750474
1768086213.145108,1.813153
1768086213.147120,1.821875
1768086213.152140,1.810660
1768086213.155092,1.863461
1768086213.156602,1.897790
1768086213.162585,1.854419
1768086213.164575,1.895953
1768086213.166569,1.922945
1768086213.172560,1.887159
1768086213.174552,1.948699
1768086213.176583,1.986109
1768086213.182529,1.946471
1768086213.184522,1.988874
1768086213.186563,2.009332
1768086213.192518,1.976821
1768086213.194494,2.020638
1768086213.196521,2.049006
1768086213.202480,2.012487
1768086213.204475,2.055600
1768086213.206496,2.092419
1768086213.212442,2.075584
1768086213.214451,2.075168
1768086213.216429,2.113753
1768086213.222410,2.083076
1768086213.224425,2.128480
1768086213.226419,2.142581
1768086213.232398,2.134357
1768086213.234389,2.160727
1768086213.236384,2.159097
1768086213.242397,2.156022
1768086213.244357,2.173822
1768086213.246365,2.204042
1768086213.252341,2.180946
1768086213.254505,2.188926
1768086213.256342,2.233552
1768086213.262321,2.195122
1768086213.267309,2.225587
1768086213.272301,2.248168
1768086213.277270,2.253862
1768086213.277618,2.273792
1768086213.281882,2.262666
1768086213.282276,2.265871
1768086213.292240,2.286906
1768086213.300277,2.290103
1768086213.302212,2.304110
1768086213.302359,2.286927
1768086213.307453,2.279424
1768086213.311194,2.268834
1768086213.312198,2.280601
1768086213.318168,2.290197
1768086213.321165,2.294703
1768086213.322167,2.310622
1768086213.328135,2.296075
1768086213.331202,2.304598
1768086213.332124,2.283549
1768086213.338117,2.288329
1768086213.341127,2.291855
1768086213.342120,2.292702
1768086213.348095,2.293486
1768086213.351085,2.300227
1768086213.352079,2.276111
1768086213.358069,2.297100
1768086213.361096,2.306265
1768086213.362051,2.298018
1768086213.368038,2.265312
1768086213.371030,2.271516
1768086213.372023,2.274287
1768086213.377999,2.252772
1768086213.380998,2.266204
1768086213.381985,2.266915
1768086213.387484,2.238097
1768086213.398399,2.230405
1768086213.400282,2.211900
1768086213.402320,2.204938
1768086213.408442,2.212561
1768086213.410486,2.188565
1768086213.412461,2.173926
1768086213.419408,2.221176
1768086213.420450,2.166378
1768086213.422411,2.155777
1768086213.428968,2.165301
1768086213.430965,2.137675
1768086213.432954,2.145383
1768086213.438979,2.151300
1768086213.440934,2.120328
1768086213.442930,2.088759
1768086213.448904,2.132660
1768086213.450943,2.068060
1768086213.452941,2.054757
1768086213.458901,2.095936
1768086213.460882,2.044206
1768086213.462878,2.044071
1768086213.468862,2.049079
1768086213.472486,2.005999
1768086213.475207,2.014531
1768086213.478911,1.997349
1768086213.480874,1.955707
1768086213.482885,1.940707
1768086213.490762,1.924339
1768086213.495291,1.895186
1768086213.498886,1.918211
1768086213.500826,1.884428
1768086213.501648,1.935562
1768086213.505699,1.863767
1768086213.510701,1.860474
1768086213.511724,1.869823
1768086213.515676,1.810821
1768086213.520672,1.787058
1768086213.522726,1.832203
1768086213.525658,1.744017
1768086213.530644,1.736873
1768086213.532685,1.768715
1768086213.535617,1.707669
1768086213.540730,1.694540
1768086213.541978,1.751828
1768086213.545950,1.644645
1768086213.550956,1.651651
1768086213.551959,1.693598
1768086213.555968,1.615041
1768086213.560954,1.588408
1768086213.561971,1.652577
1768086213.565958,1.546214
1768086213.570956,1.568570
1768086213.571942,1.588330
1768086213.575948,1.489233
1768086213.580933,1.508896
1768086213.581831,1.533738
1768086213.585795,1.446869
1768086213.590851,1.442200
1768086213.591785,1.500346
1768086213.595760,1.410368
1768086213.600748,1.408319
1768086213.601756,1.428878
1768086213.605729,1.364453
1768086213.610730,1.353267
1768086213.611748,1.399328
1768086213.615721,1.327438
1768086213.620703,1.290473
1768086213.621699,1.341866
1768086213.625694,1.265105
1768086213.630678,1.259007
1768086213.632681,1.272991
1768086213.635650,1.211680
1768086213.640675,1.196844
1768086213.642161,1.251592
1768086213.646164,1.168447
1768086213.651138,1.167099
1768086213.652119,1.203458
1768086213.656181,1.138096
1768086213.661124,1.127526
1768086213.662110,1.139388
1768086213.666102,1.069561
1768086213.671100,1.066454
1768086213.671808,1.110421
1768086213.675756,1.026455
1768086213.680761,1.043949
1768086213.681940,1.067086
1768086213.690433,1.014789
1768086213.695529,0.976876
1768086213.697289,0.990202
1768086213.698186,0.964087
1768086213.700411,0.942197
1768086213.702528,0.985599
1768086213.708385,0.896523
1768086213.710388,0.915953
1768086213.712378,0.937579
1768086213.718412,0.893458
1768086213.720354,0.897838
1768086213.722332,0.921801
1768086213.728332,0.855460
1768086213.730324,0.866883
1768086213.731820,0.860089
1768086213.738810,0.816673
1768086213.740829,0.812953
1768086213.742132,0.831642
1768086213.748832,0.813467
1768086213.750792,0.797176
1768086213.751778,0.823037
1768086213.758786,0.760462
1768086213.760753,0.776362
1768086213.762202,1.924411
1768086213.769201,0.764194
1768086213.770693,0.770054
1768086213.771692,0.764131
1768086213.778348,0.728511
1768086213.779309,1.991271
1768086213.780341,0.733046
1768086213.782337,0.736702
1768086213.782802,1.999557
1768086213.788310,0.708998
1768086213.791337,0.721539
1768086213.792310,0.725335
1768086213.794226,2.045009
1768086213.798736,0.717274
1768086213.800361,0.707806
1768086213.801875,0.703499
1768086213.802855,2.083369
1768086213.808890,0.694827
1768086213.810983,0.709677
1768086213.811812,0.725179
1768086213.813807,2.108937
1768086213.818816,0.710482
1768086213.820792,0.706118
1768086213.821801,0.686749
1768086213.823294,2.145610
1768086213.828279,0.695055
1768086213.831275,0.699149
1768086213.831890,0.706212
1768086213.838870,0.684106
1768086213.840876,0.696869
1768086213.841902,0.698868
1768086213.841922,2.211489
1768086213.847328,2.208598
1768086213.848840,0.692333
1768086213.850524,0.709706
1768086213.852524,0.714802
1768086213.857615,2.213834
1768086213.858529,0.720905
1768086213.860501,0.721655
1768086213.862493,0.702445
1768086213.868309,0.736346
1768086213.872296,0.729310
1768086213.873323,0.724632
1768086213.878292,2.276227
1768086213.878575,0.760642
1768086213.882279,0.719801
1768086213.884285,0.734570
1768086213.888250,2.283394
1768086213.893746,0.749436
1768086213.897728,2.284398
1768086213.899085,0.778880
1768086213.901812,0.793547
1768086213.902794,0.763838
1768086213.903725,0.766626
1768086213.906600,0.785377
1768086213.907723,2.277183
1768086213.912707,0.799346
1768086213.913389,0.813609
1768086213.917391,0.804503
1768086213.922398,0.842302
1768086213.923385,0.825125
1768086213.927369,2.313849
1768086213.932360,0.870528
1768086213.934349,0.855374
1768086213.937339,0.832923
1768086213.937968,2.284350
1768086213.941972,0.896309
1768086213.943935,0.882179
1768086213.946937,0.868236
1768086213.947552,2.310055
1768086213.952558,0.950902
1768086213.953552,0.905767
1768086213.957572,0.927318
1768086213.957551,2.268456
1768086213.962532,0.971322
1768086213.963521,0.950342
1768086213.967530,0.932119
1768086213.972490,1.012840
1768086213.973503,0.998056
1768086213.977486,0.964263
1768086213.977543,2.241122
1768086213.982528,1.036183
1768086213.983478,1.025140
1768086213.987472,2.238686
1768086213.992455,1.105294
1768086213.993438,1.097335
1768086213.997491,2.221043
1768086214.002407,1.142429
1768086214.003411,1.140936
1768086214.007416,1.090803
1768086214.007416,2.178127
1768086214.012397,1.163909
1768086214.013489,1.149309
1768086214.017388,1.153943
1768086214.022368,1.241808
1768086214.023368,1.218235
1768086214.027409,1.192831
1768086214.027964,2.148032
1768086214.032429,1.281746
1768086214.033421,1.249964
1768086214.036663,1.238640
1768086214.037663,2.094377
1768086214.042385,1.343514
1768086214.043383,1.298205
1768086214.047387,1.288282
1768086214.052549,1.374877
1768086214.053559,1.371417
1768086214.057570,1.352507
1768086214.061956,2.010303
1768086214.062540,1.432968
1768086214.063500,1.410053
1768086214.067430,1.400537
1768086214.072428,1.459917
1768086214.073813,1.457322
1768086214.076840,1.428008
1768086214.077559,1.979456
1768086214.081985,1.531506
1768086214.084353,1.521780
1768086214.087268,1.476700
1768086214.087955,1.901354
1768086214.093514,1.567493
1768086214.095487,1.600458
1768086214.097299,1.533747
1768086214.097482,1.870580
1768086214.102535,1.642981
1768086214.103522,1.590309
1768086214.107549,1.578063
1768086214.112520,1.681886
1768086214.113507,1.654374
1768086214.117522,1.634475
1768086214.122575,1.726750
1768086214.123502,1.698533
1768086214.127498,1.689350
1768086214.127497,1.722549
1768086214.132458,1.765658
1768086214.133466,1.754654
1768086214.137600,1.721496
1768086214.142466,1.835780
1768086214.143480,1.784886
1768086214.147488,1.772865
1768086214.152499,1.856741
1768086214.153447,1.858011
1768086214.157465,1.815625
1768086214.162449,1.920661
1768086214.163364,1.911741
1768086214.167419,1.861547
1768086214.168653,1.548633
1768086214.172596,1.941522
1768086214.173560,1.916915
1768086214.177619,1.930328
1768086214.182593,1.994178
1768086214.183690,1.995930
1768086214.187542,1.963014
1768086214.192570,2.032749
1768086214.193470,2.031962
1768086214.197467,1.994271
1768086214.202462,2.070050
1768086214.203485,2.066538
1768086214.207482,1.338813
1768086214.212424,2.101059
1768086214.213446,2.096208
1768086214.217470,2.071774
1768086214.222465,2.120108
1768086214.223418,2.139981
1768086214.227429,2.092859
1768086214.232405,2.163612
1768086214.233409,2.153981
1768086214.237416,1.209570
1768086214.237437,2.125744
1768086214.242369,2.196095
1768086214.243402,2.193913
1768086214.247398,2.149904
1768086214.248385,1.128068
1768086214.252357,2.196160
1768086214.253855,2.189235
1768086214.257850,2.184218
1768086214.261007,1.073680
1768086214.262835,2.250120
1768086214.263395,2.208359
1768086214.267921,2.222055
1768086214.271894,2.240946
1768086214.277877,2.249485
1768086214.277903,2.222065
1768086214.281926,2.278477
1768086214.287915,2.275052
1768086214.288749,2.289553
1768086214.291706,0.978593
1768086214.292012,2.289831
1768086214.298706,2.300867
1768086214.299786,2.292457
1768086214.301687,0.926873
1768086214.302220,2.285829
1768086214.308296,2.301312
1768086214.310272,2.287208
1768086214.311161,0.898517
1768086214.312201,2.303639
1768086214.318167,2.281520
1768086214.320161,2.284414
1768086214.321134,0.848244
1768086214.322214,2.291525
1768086214.328136,2.300974
1768086214.330105,2.303559
1768086214.331176,0.817987
1768086214.332200,2.280653
1768086214.338218,2.312436
1768086214.340143,2.288726
1768086214.341138,0.790956
1768086214.342130,2.289296
1768086214.348166,2.312863
1768086214.350113,2.285380
1768086214.351107,0.786315
1768086214.352101,2.304122
1768086214.358128,2.280852
1768086214.360095,2.275712
1768086214.361286,0.777972
1768086214.362244,2.278471
1768086214.368235,2.297477
1768086214.370234,2.299662
1768086214.371230,0.746342
1768086214.372222,2.277819
1768086214.378227,2.279968
1768086214.380200,2.281504
1768086214.381308,0.726667
1768086214.382294,2.271181
1768086214.388295,2.245519
1768086214.390279,2.260211
1768086214.391292,0.716153
1768086214.392267,2.224322
1768086214.398267,2.237959
1768086214.400294,2.253408
1768086214.401260,0.702694
1768086214.402251,2.196177
1768086214.408258,2.223942
1768086214.410219,2.240197
1768086214.411201,0.700012
1768086214.412223,2.181654
1768086214.418193,2.173834
1768086214.420200,2.218924
1768086214.421180,0.710243
1768086214.422219,2.156744
1768086214.428190,2.169715
1768086214.430183,2.193742
1768086214.431297,0.698371
1768086214.432266,2.132373
1768086214.438239,2.146410
1768086214.440238,2.157033
1768086214.441235,0.693984
1768086214.442241,2.092662
1768086214.448205,2.091129
1768086214.450204,2.113336
1768086214.451143,0.700818
1768086214.452109,2.057970
1768086214.458245,2.076198
1768086214.460231,2.079234
1768086214.461450,0.720437
1768086214.462316,2.040825
1768086214.468531,2.007846
1768086214.470195,2.048886
1768086214.472214,2.003970
1768086214.478187,1.981554
1768086214.480174,1.989817
1768086214.482158,1.934884
1768086214.482178,0.760766
1768086214.488181,1.937401
1768086214.491652,0.752109
1768086214.492725,1.888413
1768086214.498667,1.906994
1768086214.501736,0.790773
1768086214.503154,1.858538
1768086214.506059,1.908736
1768086214.508213,1.846226
1768086214.508795,1.908706
1768086214.512143,0.831010
1768086214.513191,1.823213
1768086214.518207,1.822180
1768086214.519152,1.844403
1768086214.522183,0.832969
1768086214.523210,1.757422
1768086214.528183,1.774051
1768086214.529345,1.790688
1768086214.532341,0.862203
1768086214.533387,1.709057
1768086214.538355,1.700541
1768086214.539607,1.736781
1768086214.542395,0.897039
1768086214.543090,1.684447
1768086214.548115,1.656294
1768086214.549064,1.700104
1768086214.552091,0.926112
1768086214.553487,1.614728
1768086214.558478,1.625827
1768086214.559247,1.651397
1768086214.562258,0.992302
1768086214.563407,1.582852
1768086214.568366,1.573368
1768086214.569321,1.588672
1768086214.572336,1.010409
1768086214.573370,1.522397
1768086214.578361,1.530457
1768086214.579109,1.557649
1768086214.582113,1.057981
1768086214.582791,1.464091
1768086214.588799,1.467745
1768086214.589756,1.512792
1768086214.591754,1.080694
1768086214.592752,1.411231
1768086214.598762,1.433737
1768086214.599418,1.454910
1768086214.602526,1.146131
1768086214.603891,1.384135
1768086214.608864,1.392809
1768086214.609052,1.379567
1768086214.611888,1.175245
1768086214.612888,1.313191
1768086214.617930,1.319827
1768086214.619027,1.349073
1768086214.621541,1.227920
1768086214.622834,1.264383
1768086214.629659,1.264201
1768086214.631514,1.296306
1768086214.633316,1.230133
1768086214.639745,1.238506
1768086214.641723,1.318149
1768086214.643742,1.183566
1768086214.649724,1.217411
1768086214.651737,1.377688
1768086214.653696,1.112977
1768086214.659688,1.149417
1768086214.663668,1.087758
1768086214.664734,1.442784
1768086214.670692,1.097021
1768086214.674857,1.032655
1768086214.675465,1.493752
1768086214.676769,1.041232
1768086214.680315,1.087056
1768086214.682085,1.012350
1768086214.684197,1.009057
1768086214.684934,1.535845
1768086214.692411,1.003348
1768086214.695467,0.963999
1768086214.701354,0.966940
1768086214.702372,0.933213
1768086214.703903,0.973143
1768086214.705445,1.667587
1768086214.706284,0.919413
1768086214.712231,0.924514
1768086214.714291,0.927211
1768086214.714832,1.690846
1768086214.715845,0.907381
1768086214.722858,0.873632
1768086214.724383,0.897773
1768086214.725063,1.766078
1768086214.725910,0.858440
1768086214.732790,0.840278
1768086214.734302,0.865188
1768086214.734813,1.795491
1768086214.736009,0.842087
1768086214.743000,0.816732
1768086214.743989,0.836746
1768086214.744977,1.823240
1768086214.745981,0.798853
1768086214.752977,0.777063
1768086214.753973,0.817822
1768086214.754972,1.874481
1768086214.755967,0.783820
1768086214.762463,0.758981
1768086214.764455,0.774242
1768086214.765471,1.931802
1768086214.765972,0.742708
1768086214.772976,0.765141
1768086214.773978,0.756146
1768086214.775019,1.955633
1768086214.776482,0.733745
1768086214.782483,0.754731
1768086214.784435,0.731743
1768086214.785170,1.995173
1768086214.785620,0.713217
1768086214.792632,0.727437
1768086214.794140,0.729893
1768086214.795153,2.061062
1768086214.796148,0.696250
1768086214.802116,0.730644
1768086214.804123,0.720433
1768086214.805113,2.089594
1768086214.805732,0.696284
1768086214.813168,0.685689
1768086214.814178,0.709209
1768086214.814842,2.107163
1768086214.815845,0.698329
1768086214.823281,0.704808
1768086214.824490,0.685242
1768086214.825858,0.715854
1768086214.832829,0.693289
1768086214.834908,2.165611
1768086214.835631,0.703284
1768086214.842616,0.693443
1768086214.845624,0.702915
1768086214.846226,0.704489
1768086214.852874,0.697335
1768086214.858200,0.730205
1768086214.860252,0.711891
1768086214.863040,0.700487
1768086214.865053,2.245901
1768086214.865595,0.705677
1768086214.866635,0.715311
1768086214.874184,2.253530
1768086214.875581,0.729254
1768086214.876644,0.741933
1768086214.877575,0.708644
1768086214.884543,2.257535
1768086214.885562,0.754478
1768086214.896079,0.752762
1768086214.897911,0.734422
1768086214.900599,0.801301
1768086214.906508,0.780640
1768086214.908120,0.780815
1768086214.909009,2.299631
1768086214.917004,0.792337
1768086214.940261,0.841075
1768086214.942877,2.314739
1768086214.945389,0.903552
1768086214.950896,0.880214
1768086214.953887,2.302924
1768086214.955710,0.911556
1768086214.955872,0.951433
1768086214.960931,0.904375
1768086214.963865,2.257266
1768086214.965865,0.991534
1768086214.970832,0.965728
1768086214.973840,2.273397
1768086214.975960,1.015951
1768086214.980935,0.982316
1768086214.982907,2.260039
1768086214.985915,1.072204
1768086214.990978,1.034720
1768086214.993895,2.230624
1768086214.995879,1.095917
1768086215.000875,1.087388
1768086215.004005,2.206811
1768086215.005875,1.163025
1768086215.010861,1.132547
1768086215.013838,2.193407
1768086215.015846,1.204156
1768086215.020828,1.180054
1768086215.023845,2.141978
1768086215.025821,1.255350
1768086215.030801,1.202424
1768086215.033773,2.122732
1768086215.035785,1.274791
1768086215.040818,1.246351
1768086215.043769,2.084153
1768086215.045745,1.327734
1768086215.050740,1.308726
1768086215.053726,2.063615
1768086215.055717,1.397393
1768086215.056734,1.384861
1768086215.071208,1.449454
1768086215.077690,1.941408
1768086215.077811,1.487940
1768086215.080741,1.452453
1768086215.081690,1.501664
1768086215.087656,1.933465
1768086215.088209,1.548528
1768086215.096218,1.612439
1768086215.098191,1.570020
1768086215.101134,1.560981
1768086215.107087,1.581089
1768086215.107502,1.667446
1768086215.108521,1.639939
1768086215.108701,1.842475
1768086215.116534,1.681060
1768086215.117486,1.792083
1768086215.118545,1.680238
1768086215.126660,1.726657
1768086215.127878,1.716793
1768086215.136898,1.811934
1768086215.137583,1.732935
1768086215.138131,1.771020
1768086215.147100,1.827757
1768086215.147976,1.824417
1768086215.147983,1.648143
1768086215.156960,1.903134
1768086215.157851,1.572829
1768086215.158098,1.875221
1768086215.167125,1.912795
1768086215.167749,1.556047
1768086215.168297,1.908353
1768086215.176337,1.951222
1768086215.177710,1.918868
1768086215.178246,1.943457
